length of strings, compression ratio of s1, compression ratio of s2 , joint compression , Mutual compression crossed(s1:s1), Mutual compression crossed(s2:s2), Mutual compression crossed(s1:s2), Mutual compression crossed(s1:s2), s1, s2 
775,1.343225806451613,1.3535483870967742,1.307741935483871,2.495483870967742,2.543225806451613,2.543225806451613,2.543225806451613,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101
784,1.3482142857142858,1.3584183673469388,1.3042091836734695,2.517857142857143,2.5191326530612246,2.5191326530612246,2.5191326530612246,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011
793,1.3430012610340478,1.3530895334174022,1.3007566204287515,2.537200504413619,2.5384615384615383,2.5384615384615383,2.5384615384615383,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100
802,1.3478802992518704,1.35785536159601,1.3086034912718205,2.536159600997506,2.5261845386533666,2.5261845386533666,2.5261845386533666,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010
811,1.342786683107275,1.3526510480887792,1.3107274969173859,2.5104808877928484,2.5450061652281133,2.5450061652281133,2.5450061652281133,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110
820,1.3378048780487806,1.3475609756097562,1.3073170731707318,2.551219512195122,2.5304878048780486,2.5304878048780486,2.5304878048780486,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011
829,1.3425814234016888,1.3522316043425815,1.3039806996381182,2.5500603136308806,2.529553679131484,2.529553679131484,2.529553679131484,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000
838,1.337708830548926,1.347255369928401,1.3060859188544154,2.5465393794749405,2.5262529832935563,2.5262529832935563,2.5262529832935563,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111
847,1.3423848878394333,1.3518299881936247,1.3134592680047226,2.5454545454545454,2.5572609208972845,2.5572609208972845,2.5572609208972845,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100
856,1.3376168224299065,1.3563084112149533,1.3101635514018692,2.542056074766355,2.5549065420560746,2.5549065420560746,2.5549065420560746,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001
865,1.3421965317919076,1.3514450867052024,1.3017341040462427,2.5410404624277456,2.552601156069364,2.552601156069364,2.552601156069364,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011111011100,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001100001010
874,1.337528604118993,1.3558352402745995,1.2986270022883295,2.5583524027459954,2.5503432494279177,2.5503432494279177,2.5503432494279177,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011111011100010000011,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001100001010011101110
883,1.3420158550396375,1.3510758776896943,1.3159682899207248,2.5571913929784826,2.578708946772367,2.578708946772367,2.578708946772367,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011111011100010000011010001111,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001100001010011101110101011111
892,1.3374439461883407,1.3464125560538116,1.3077354260089686,2.5538116591928253,2.5751121076233185,2.5751121076233185,2.5751121076233185,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011111011100010000011010001111110001110,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001100001010011101110101011111011000010
901,1.332963374028857,1.3507214206437292,1.3096559378468369,2.5704772475027746,2.5427302996670367,2.5427302996670367,2.5427302996670367,1111111011110111010000000001100001101010100000001100111100010101101000010010000110100111001011110001010100011001011100101100100010011010100011001010100101001001100100000010010001010110010011000111010001010110101001110000010011000111000010001000011110101101001101111010100001111000010100011011010011111100001001011110100101001000101001000100001100101111110100010000101110000110110010100101111110100101100111000000100001001001011101011101001011101010010001011101000100010110000111000100100111100011011000110110011010110000111100101110011100111111011101001000101100011100110100011110101011100111100010110101100101000001100111001010010010110010110011001101000001000000011000101011110101000000011001110100101100001100111111101010000000000110101000011101101001001011001010110101011001000110001010000101010011010110110011101001000100101111111100011011011011111011111011100010000011010001111110001110110101110,0000100111110110110001100111111010100101111100100111111001001100111101100000101000111111010100110000011000111101011001010010010111010001001101010010110011000000111000110001001000100010101111011010010100000110011110100110000010001110001110101101010110111101000101111110001111111100101100110101111010110001010111110010001010101010101111011000011011100010011001001010011011011011100111111001001011101010100011011111010000100111110010001111011011010101010111000110111000110011110110011010010110000010000110011011110110111101000100111010110000111001101111010100010100100011110110101010001001100000111011011110010110100001011011001101001111111011110100100111101011100110100110000100110001000011111001001111001101100011000010001110101110110001110000100011110110101001110010111010101100000011000110100101010010101011110111011011001011000101000111011010100110110001100001010011101110101011111011000010011100001
