length of strings, compression ratio of s1, compression ratio of s2 , joint compression , Mutual compression crossed2(s1:s1), Mutual compression crossed2(s2:s2), Mutual compression crossed2(s1:s2), Mutual compression crossed2(s2:s1), s1, s2 
775,1.3638709677419354,1.3535483870967742,1.3193548387096774,1.2503225806451612,1.2490322580645161,1.273548387096774,1.272258064516129,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000
784,1.3686224489795917,1.3584183673469388,1.3099489795918366,1.25,1.2487244897959184,1.284438775510204,1.260204081632653,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101
793,1.373266078184111,1.3530895334174022,1.3234552332912988,1.2496847414880201,1.2585119798234552,1.2837326607818411,1.2585119798234552,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011
802,1.3678304239401495,1.35785536159601,1.3086034912718205,1.2481296758104738,1.2693266832917707,1.2930174563591021,1.2805486284289276,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100
811,1.372379778051788,1.3526510480887792,1.3218249075215782,1.247842170160296,1.2675709001233046,1.2922318125770653,1.278668310727497,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100
820,1.3670731707317074,1.3573170731707318,1.323780487804878,1.2463414634146341,1.2451219512195122,1.2792682926829269,1.278048780487805,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010
829,1.3618817852834741,1.3618817852834741,1.3148371531966225,1.2448733413751507,1.255729794933655,1.2774427020506633,1.2774427020506633,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110
838,1.3663484486873507,1.3568019093078758,1.31145584725537,1.2446300715990453,1.2541766109785202,1.2875894988066825,1.2649164677804297,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000
847,1.3612750885478158,1.3518299881936247,1.3134592680047226,1.243211334120425,1.2632821723730814,1.296340023612751,1.2632821723730814,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101
856,1.3563084112149533,1.3563084112149533,1.3206775700934579,1.2313084112149533,1.2733644859813085,1.294392523364486,1.2628504672897196,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101
865,1.3606936416184972,1.3514450867052024,1.3173410404624277,1.2416184971098265,1.261271676300578,1.2728323699421966,1.2716763005780347,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100011001110,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101111011110
874,1.3649885583524028,1.3558352402745995,1.3140732265446224,1.2414187643020596,1.2608695652173914,1.2723112128146452,1.27116704805492,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100011001110011011101,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101111011110010010111
883,1.3601359003397508,1.3510758776896943,1.3159682899207248,1.2298980747451869,1.259343148357871,1.260475651189128,1.2695356738391845,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100011001110011011101101000001,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101111011110010010111100001110
892,1.3643497757847534,1.3553811659192825,1.3077354260089686,1.2298206278026906,1.248878923766816,1.2600896860986548,1.2589686098654709,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100011001110011011101101000001010010010,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101111011110010010111100001110111000101
901,1.3596004439511653,1.3596004439511653,1.304661487236404,1.2386237513873475,1.248612652608213,1.2685904550499445,1.258601553829079,1111000001000010010001100101011100010011011111011001010010000101010001000111001000010100011010010110010000111101100000000100100001000101111000011101110000000110100111001000110100111100010010100011101011011010001110000001100100100010000100000011011000000011110000101001011011100010110001001001111110100011101001110011111011111010101110000001110101011000101111111110011110001000011101100101101011110000010101110000011000111110001111110101011010101010111010001110100000010011011100010000110110000110100111110011101011001110011111101111000101000010110011010111101010011001111100001000000011111111100010100100100001101000100001101100000101101000111001111111111001110000101000000001001111100100011011110000100110101000100010011110011001100010000111000110010001101011101011111000101101110011010110011110000011101101001001101111010110010000010111000111001011110100011001110011011101101000001010010010110100010,0101100101110001101101111011010111111101100010000110010110010111001010111100110110100100010100100110111010001010010000011011001010100111111100111001001111100110100010000111101100111010010100000011010111101001000101011100110101010101110001000010100100000100100101010110000011011000011111101011011101101011111110001010001100101001111010000110010000100010100000100001101111010101011010001001010111011000011111110010100010100010100110111000111101110000001100110010000101101101000010000010110010010011100110000011010000100100010010110110010010000010010111110000100000101010100011101111000000001011010001000111001000001010111000011101110111001110000111111010111100010000000101110101100001111110110101011110010111010101101001000111100110101110100010111001110100101110110000000011000010101101011111011001111100100000100111001010111110110001000000101111101101110101111011110010010111100001110111000101011000000
